,SK_ID_BUREAU,MONTHS_BALANCE,STATUS
1679162,6363404,-83,0
1679163,6363404,-84,0
1679164,6363404,-85,0
1679165,6363404,-86,0
1679166,6363404,-87,0
1679167,6363404,-88,0
1679168,6363405,0,C
1679169,6363405,-1,C
1679170,6363405,-2,C
1679171,6363405,-3,C
1679172,6363405,-4,C
1679173,6363405,-5,X
1679174,6363405,-6,0
1679175,6363405,-7,0
1679176,6363405,-8,X
1679177,6363405,-9,0
1679178,6363405,-10,X
1679179,6363405,-11,0
1679180,6363405,-12,X
1679181,6363405,-13,0
1679182,6363405,-14,X
1679183,6363405,-15,0
1679184,6363405,-16,0
1679185,6363405,-17,0
1679186,6363405,-18,X
1679187,6363405,-19,0
1679188,6363405,-20,0
1679189,6363405,-21,0
1679190,6363405,-22,X
1938310,5837511,-24,C
1938311,5837511,-25,C
1938312,5837511,-26,C
1938313,5837511,-27,C
1938314,5837511,-28,C
1938315,5837511,-29,C
1938316,5837511,-30,C
1938317,5837511,-31,C
1938318,5837511,-32,C
1938319,5837511,-33,C
1938320,5837511,-34,C
1938321,5837511,-35,C
1938322,5837511,-36,C
1938323,5837511,-37,C
1938324,5837511,-38,C
1938325,5837511,-39,C
1938326,5837511,-40,C
1938327,5837511,-41,C
1938328,5837511,-42,C
1938329,5837511,-43,C
1938330,5837511,-44,C
1938331,5837511,-45,C
1938332,5837511,-46,C
1938333,5837511,-47,C
1938334,5837511,-48,C
1938335,5837511,-49,C
1938336,5837511,-50,C
1938337,5837511,-51,C
1938338,5837511,-52,C
1938339,5837511,-53,C
1938340,5837511,-54,C
1938341,5837511,-55,C
1938342,5837511,-56,C
1938343,5837511,-57,C
1938344,5837511,-58,C
1938345,5837511,-59,C
1938346,5837511,-60,C
1938347,5837511,-61,0
1938348,5837511,-62,0
1938349,5837511,-63,0
1938350,5837511,-64,0
1938351,5837511,-65,0
1938352,5837512,0,C
1938353,5837512,-1,C
1938354,5837512,-2,C
1938355,5837512,-3,C
1938356,5837512,-4,C
1938357,5837512,-5,C
1938358,5837512,-6,C
1938359,5837512,-7,C
1938360,5837512,-8,C
1938361,5837512,-9,C
1938362,5837512,-10,C
1938363,5837512,-11,C
1938364,5837512,-12,C
1938365,5837512,-13,C
1938366,5837512,-14,C
1938367,5837512,-15,C
1938368,5837512,-16,C
1938369,5837512,-17,C
1938370,5837512,-18,C
1938371,5837512,-19,C
1938372,5837512,-20,C
1938373,5837512,-21,C
1938374,5837512,-22,C
1938375,5837512,-23,C
1938376,5837512,-24,C
1938377,5837512,-25,C
1938378,5837512,-26,C
1938379,5837512,-27,C
1938380,5837512,-28,C
1938381,5837512,-29,C
1938382,5837512,-30,C
1938383,5837512,-31,C
1938384,5837512,-32,C
1938385,5837512,-33,C
1938386,5837512,-34,C
1938387,5837512,-35,C
1938388,5837512,-36,C
1938389,5837512,-37,C
1938390,5837512,-38,C
1938391,5837512,-39,C
1938392,5837512,-40,C
1938393,5837512,-41,C
1938394,5837512,-42,C
1938395,5837512,-43,C
1938396,5837512,-44,C
1938397,5837512,-45,C
1938398,5837512,-46,C
1938399,5837512,-47,C
1938400,5837512,-48,C
1938401,5837512,-49,0
1938402,5837512,-50,0
1938403,5837512,-51,0
1938404,5837513,0,C
1938405,5837513,-1,C
1938406,5837513,-2,C
1938407,5837513,-3,C
1938408,5837513,-4,C
1938409,5837513,-5,C
1938410,5837513,-6,C
1938411,5837513,-7,C
1938412,5837513,-8,C
1938413,5837513,-9,C
1938414,5837513,-10,C
1938415,5837513,-11,C
1938416,5837513,-12,C
1938417,5837513,-13,C
1938418,5837513,-14,C
1938419,5837513,-15,C
1938420,5837513,-16,C
1938421,5837513,-17,C
1938422,5837513,-18,C
1938423,5837513,-19,C
1938424,5837513,-20,C
1938425,5837513,-21,C
1938426,5837513,-22,C
1938427,5837513,-23,C
1938428,5837513,-24,C
1938429,5837513,-25,C
1938430,5837513,-26,C
1938431,5837513,-27,C
1938432,5837513,-28,C
1938433,5837513,-29,C
1938434,5837513,-30,C
1938435,5837513,-31,C
1938436,5837513,-32,C
1938437,5837513,-33,C
1938438,5837513,-34,C
1938439,5837513,-35,C
1938440,5837513,-36,0
1938441,5837513,-37,0
1938442,5837513,-38,0
1938443,5837513,-39,0
1938444,5837513,-40,0
1938445,5837513,-41,0
1938446,5837514,0,C
1938447,5837514,-1,C
1938448,5837514,-2,C
1938449,5837514,-3,C
1938450,5837514,-4,C
1938451,5837514,-5,C
1938452,5837514,-6,C
1938453,5837514,-7,C
1938454,5837514,-8,C
1938455,5837514,-9,C
1938456,5837514,-10,C
1938457,5837514,-11,C
1938458,5837514,-12,C
1938459,5837514,-13,C
1938460,5837514,-14,C
1938461,5837514,-15,C
1938462,5837514,-16,C
1938463,5837514,-17,C
1938464,5837514,-18,C
1938465,5837514,-19,C
1938466,5837514,-20,C
1938467,5837514,-21,C
1938468,5837514,-22,C
1938469,5837514,-23,C
1938470,5837514,-24,C
1938471,5837514,-25,C
1938472,5837514,-26,C
1938473,5837514,-27,C
1938474,5837514,-28,C
1938475,5837514,-29,C
1938476,5837514,-30,C
1938477,5837514,-31,C
1938478,5837514,-32,C
1938479,5837514,-33,C
1938480,5837514,-34,C
1938481,5837514,-35,C
1938482,5837514,-36,C
1938483,5837514,-37,C
1938484,5837514,-38,C
1938485,5837514,-39,C
1938486,5837514,-40,C
1938487,5837514,-41,C
1938488,5837514,-42,C
1938489,5837514,-43,C
1938490,5837514,-44,C
1938491,5837514,-45,C
1938492,5837514,-46,C
1938493,5837514,-47,C
1938494,5837514,-48,C
1938495,5837514,-49,0
1938496,5837514,-50,0
1938497,5837514,-51,0
1938498,5837515,0,C
1938499,5837515,-1,C
1938500,5837515,-2,C
1938501,5837515,-3,C
1938502,5837515,-4,C
1938503,5837515,-5,C
1938504,5837515,-6,C
1938505,5837515,-7,C
1938506,5837515,-8,C
1938507,5837515,-9,C
1938508,5837515,-10,C
1938509,5837515,-11,C
1938510,5837515,-12,C
1938511,5837515,-13,C
1938512,5837515,-14,C
1938513,5837515,-15,C
1938514,5837515,-16,C
1938515,5837515,-17,C
1938516,5837515,-18,C
1938517,5837515,-19,C
1938518,5837515,-20,C
1938519,5837515,-21,C
1938520,5837515,-22,C
1938521,5837515,-23,C
1938522,5837515,-24,C
1938523,5837515,-25,C
1938524,5837515,-26,C
1938525,5837515,-27,C
1938526,5837515,-28,C
1938527,5837515,-29,C
1938528,5837515,-30,C
1938529,5837515,-31,C
1938530,5837515,-32,C
1938531,5837515,-33,C
1938532,5837515,-34,C
1938533,5837515,-35,C
1938534,5837515,-36,C
1938535,5837515,-37,C
1938536,5837515,-38,C
1938537,5837515,-39,C
1938538,5837515,-40,C
1938539,5837515,-41,C
1938540,5837515,-42,C
1938541,5837515,-43,C
1938542,5837515,-44,C
1938543,5837515,-45,C
1938544,5837515,-46,C
1938545,5837515,-47,C
1938546,5837515,-48,C
1938547,5837515,-49,0
1938548,5837515,-50,0
1938549,5837515,-51,0
1938550,5837516,0,C
1938551,5837516,-1,C
1938552,5837516,-2,C
1938553,5837516,-3,C
1938554,5837516,-4,C
1938555,5837516,-5,C
1938556,5837516,-6,C
1938557,5837516,-7,C
1938558,5837516,-8,C
1938559,5837516,-9,C
1938560,5837516,-10,C
1938561,5837516,-11,C
1938562,5837516,-12,C
1938563,5837516,-13,C
1938564,5837516,-14,C
1938565,5837516,-15,C
1938566,5837516,-16,C
1938567,5837516,-17,C
1938568,5837516,-18,C
1938569,5837516,-19,C
1938570,5837516,-20,C
1938571,5837516,-21,C
1938572,5837516,-22,C
1938573,5837516,-23,C
1938574,5837516,-24,C
1938575,5837516,-25,C
1938576,5837516,-26,C
1938577,5837516,-27,C
1938578,5837516,-28,C
1938579,5837516,-29,C
1938580,5837516,-30,C
1938581,5837516,-31,C
1938582,5837516,-32,C
1938583,5837516,-33,C
1938584,5837516,-34,C
1938585,5837516,-35,C
1938586,5837516,-36,C
1938587,5837516,-37,C
1938588,5837516,-38,C
1938589,5837516,-39,C
1938590,5837516,-40,C
1938591,5837516,-41,C
1938592,5837516,-42,C
1938593,5837516,-43,C
1938594,5837516,-44,C
1938595,5837516,-45,C
1938596,5837516,-46,0
1938597,5837516,-47,0
1938598,5837516,-48,0
1938599,5837517,-13,C
1938600,5837517,-14,C
1938601,5837517,-15,C
1938602,5837517,-16,C
1938603,5837517,-17,C
1938604,5837517,-18,C
1938605,5837517,-19,C
1938606,5837517,-20,C
1938607,5837517,-21,C
1938608,5837517,-22,C
1938609,5837517,-23,C
1938610,5837517,-24,C
1938611,5837517,-25,C
1938612,5837517,-26,C
1938613,5837517,-27,C
1938614,5837517,-28,C
1938615,5837517,-29,C
1938616,5837517,-30,C
1938617,5837517,-31,C
1938618,5837517,-32,C
1938619,5837517,-33,C
1938620,5837517,-34,C
1938621,5837517,-35,C
1938622,5837517,-36,C
1938623,5837517,-37,C
1938624,5837517,-38,C
1938625,5837517,-39,C
1938626,5837517,-40,C
1938627,5837517,-41,C
1938628,5837517,-42,C
1938629,5837517,-43,C
1938630,5837517,-44,C
1938631,5837517,-45,C
1938632,5837517,-46,C
1938633,5837517,-47,C
1938634,5837517,-48,C
1938635,5837517,-49,C
1938636,5837517,-50,C
1938637,5837517,-51,C
1938638,5837517,-52,C
1938639,5837517,-53,C
1938640,5837517,-54,C
1938641,5837517,-55,C
1938642,5837517,-56,C
1938643,5837517,-57,C
1938644,5837517,-58,C
1938645,5837517,-59,C
1938646,5837517,-60,C
1938647,5837517,-61,C
1938648,5837517,-62,C
1938649,5837517,-63,C
1938650,5837517,-64,C
1938651,5837517,-65,C
1938652,5837517,-66,C
1938653,5837517,-67,C
1938654,5837517,-68,C
1938655,5837517,-69,C
1938656,5837517,-70,C
1938657,5837517,-71,C
1938658,5837517,-72,C
1938659,5837517,-73,C
1938660,5837517,-74,C
1938661,5837517,-75,C
1938662,5837517,-76,0
1938663,5837517,-77,0
1938664,5837517,-78,0
2511177,5828816,0,X
2511178,5828816,-1,X
2511179,5828816,-2,X
2511180,5828816,-3,X
2511181,5828816,-4,X
2511182,5828816,-5,X
2511183,5828816,-6,X
2511184,5828816,-7,X
2511185,5828816,-8,X
2511186,5828816,-9,X
2511187,5828816,-10,X
2511188,5828816,-11,X
2511189,5828816,-12,X
2511190,5828816,-13,X
2511191,5828816,-14,X
2511192,5828816,-15,X
2511193,5828816,-16,X
2511194,5828816,-17,X
2511195,5828816,-18,X
2511196,5828816,-19,X
2511197,5828816,-20,X
2511198,5828816,-21,X
2511199,5828816,-22,X
2511200,5828816,-23,X
2511201,5828816,-24,X
2511202,5828816,-25,X
2511203,5828817,0,X
2511204,5828817,-1,X
2511205,5828817,-2,X
2511206,5828817,-3,X
2511207,5828817,-4,X
2511208,5828817,-5,X
2511209,5828817,-6,X
2511210,5828817,-7,X
2511211,5828817,-8,X
2511212,5828817,-9,X
2511213,5828817,-10,X
2511214,5828817,-11,X
2511215,5828817,-12,X
2511216,5828817,-13,X
2511217,5828817,-14,X
2511218,5828817,-15,X
2511219,5828817,-16,X
2511220,5828817,-17,X
2511221,5828817,-18,X
2511222,5828817,-19,X
2511223,5828817,-20,X
2511224,5828817,-21,X
2511225,5828817,-22,X
2511226,5828817,-23,X
2511227,5828817,-24,X
2511228,5828817,-25,X
2511229,5828817,-26,X
2511230,5828817,-27,X
2511231,5828817,-28,X
2511232,5828818,0,X
2511233,5828818,-1,X
2511234,5828818,-2,X
2511235,5828818,-3,X
2511236,5828818,-4,X
2511237,5828818,-5,X
2511238,5828818,-6,X
2511239,5828818,-7,X
2511240,5828818,-8,X
2511241,5828818,-9,X
2511242,5828818,-10,X
2511243,5828818,-11,X
2511244,5828818,-12,X
2511245,5828818,-13,X
2511246,5828818,-14,X
2511247,5828818,-15,X
2511248,5828818,-16,X
2511249,5828818,-17,X
2511250,5828818,-18,X
2511251,5828819,0,X
2511252,5828819,-1,X
2511253,5828819,-2,X
2511254,5828819,-3,X
2511255,5828819,-4,X
2511256,5828819,-5,X
2511257,5828819,-6,X
2511258,5828819,-7,X
2511259,5828819,-8,X
2511260,5828819,-9,X
2511261,5828819,-10,X
2511262,5828819,-11,X
2511263,5828819,-12,X
2511264,5828820,0,X
2511265,5828820,-1,X
2511266,5828820,-2,X
2511267,5828820,-3,X
2511268,5828820,-4,X
2511269,5828820,-5,X
2511270,5828820,-6,X
2511271,5828820,-7,X
2511272,5828820,-8,X
2511273,5828820,-9,X
2511274,5828820,-10,X
2511275,5828820,-11,X
2511276,5828820,-12,X
2511277,5828820,-13,X
2511278,5828820,-14,X
2511279,5828820,-15,X
2511280,5828820,-16,X
2511281,5828820,-17,X
2511282,5828820,-18,X
2511283,5828820,-19,X
2511284,5828821,0,C
2511285,5828821,-1,C
2511286,5828821,-2,C
2511287,5828821,-3,C
2511288,5828821,-4,C
2511289,5828821,-5,C
2511290,5828821,-6,0
2511291,5828821,-7,0
2511292,5828821,-8,0
2511293,5828821,-9,0
2511294,5828821,-10,0
2511295,5828821,-11,0
2511296,5828821,-12,0
2511297,5828821,-13,0
2511298,5828821,-14,0
2511299,5828821,-15,0
2511300,5828821,-16,0
2511301,5828821,-17,0
2511302,5828821,-18,0
2511303,5828821,-19,0
2511304,5828821,-20,0
2511305,5828821,-21,0
2511306,5828821,-22,0
2511307,5828821,-23,0
2511308,5828821,-24,0
2511309,5828821,-25,0
2511310,5828821,-26,0
2511311,5828821,-27,0
2511312,5828821,-28,0
2511313,5828821,-29,0
2511314,5828821,-30,0
2511315,5828821,-31,0
2511316,5828821,-32,0
2511317,5828821,-33,0
2511318,5828821,-34,0
2511319,5828821,-35,0
2511320,5828821,-36,0
2511321,5828821,-37,0
2511322,5828821,-38,0
2511323,5828821,-39,0
2511324,5828821,-40,0
2511325,5828821,-41,0
2511326,5828821,-42,0
2511327,5828821,-43,0
2511328,5828821,-44,0
2511329,5828821,-45,0
2511330,5828821,-46,0
2511331,5828821,-47,0
2511332,5828821,-48,0
2511333,5828821,-49,0
2511334,5828821,-50,0
2511335,5828821,-51,0
2511336,5828821,-52,0
2511337,5828821,-53,0
2511338,5828822,0,C
2511339,5828822,-1,C
2511340,5828822,-2,C
2511341,5828822,-3,C
2511342,5828822,-4,C
2511343,5828822,-5,C
2511344,5828822,-6,C
2511345,5828822,-7,0
2511346,5828822,-8,0
2511347,5828822,-9,0
2511348,5828822,-10,0
2511349,5828823,0,C
2511350,5828823,-1,C
2511351,5828823,-2,C
2511352,5828823,-3,C
2511353,5828823,-4,C
2511354,5828823,-5,C
2511355,5828823,-6,C
2511356,5828823,-7,C
2511357,5828823,-8,C
2511358,5828823,-9,C
2511359,5828823,-10,C
2511360,5828823,-11,C
2511361,5828823,-12,0
2511362,5828823,-13,0
2511363,5828823,-14,0
2511364,5828823,-15,0
2511365,5828823,-16,0
2511366,5828823,-17,0
2511367,5828824,0,0
2511368,5828824,-1,0
2511369,5828825,0,X
2511370,5828825,-1,0
2511371,5828825,-2,0
2511372,5828825,-3,0
2511373,5828825,-4,0
2511374,5828825,-5,0
2511375,5828825,-6,0
2511376,5828825,-7,0
2511377,5828825,-8,0
2511378,5828825,-9,0
2511379,5828825,-10,0
2511380,5828825,-11,0
2511381,5828825,-12,0
2511382,5828825,-13,0
2511383,5828826,0,X
2511384,5828826,-1,X
2511385,5828826,-2,X
2511386,5828826,-3,X
2511387,5828826,-4,X
2511388,5828826,-5,X
2511389,5828826,-6,X
2511390,5828826,-7,X
2511391,5828826,-8,X
2511392,5828826,-9,X
2511393,5828826,-10,X
2511394,5828826,-11,X
2511395,5828826,-12,X
2511396,5828826,-13,X
2511397,5828826,-14,X
2511398,5828826,-15,X
2511399,5828826,-16,X
2511400,5828826,-17,X
2511401,5828826,-18,0
2511402,5828826,-19,0
2511403,5828826,-20,X
2511404,5828826,-21,X
2511405,5828826,-22,0
2511406,5828826,-23,X
2511407,5828826,-24,0
2511408,5828826,-25,0
2511409,5828826,-26,0
2511410,5828826,-27,0
2511411,5828826,-28,0
2511412,5828826,-29,0
2511413,5828827,0,C
2511414,5828827,-1,C
2511415,5828827,-2,C
2511416,5828827,-3,C
2511417,5828827,-4,C
2511418,5828827,-5,C
2511419,5828827,-6,0
2511420,5828828,0,C
2511421,5828828,-1,C
2511422,5828828,-2,C
2511423,5828828,-3,C
2511424,5828828,-4,C
2511425,5828828,-5,1
2511426,5828828,-6,0
2511427,5828828,-7,0
2511428,5828828,-8,0
2511429,5828828,-9,X
2511430,5828828,-10,X
2511431,5828828,-11,0
2511432,5828828,-12,X
2511433,5828829,0,X
2511434,5828829,-1,0
2511435,5828829,-2,0
2511436,5828829,-3,0
2511437,5828829,-4,0
2511438,5828830,0,X
2511439,5828830,-1,0
2511440,5828830,-2,0
2511441,5828830,-3,0
2511442,5828830,-4,0
2511443,5828830,-5,0
2511444,5828830,-6,0
2511445,5828831,0,C
2511446,5828831,-1,C
2511447,5828831,-2,C
2511448,5828831,-3,C
2511449,5828831,-4,C
2511450,5828831,-5,C
2511451,5828831,-6,C
2511452,5828831,-7,C
2511453,5828831,-8,C
2511454,5828831,-9,C
2511455,5828831,-10,C
2511456,5828831,-11,0
2511457,5828831,-12,0
2511458,5828831,-13,0
2511459,5828831,-14,0
2511460,5828831,-15,0
2511461,5828831,-16,0
2511462,5828831,-17,0
2511463,5828832,0,C
2511464,5828832,-1,C
2511465,5828832,-2,C
2511466,5828832,-3,C
2511467,5828832,-4,C
2511468,5828832,-5,C
2511469,5828832,-6,C
2511470,5828832,-7,C
2511471,5828832,-8,C
2511472,5828832,-9,C
2511473,5828832,-10,C
2511474,5828832,-11,C
2511475,5828832,-12,C
2511476,5828832,-13,C
2511477,5828832,-14,C
2511478,5828832,-15,C
