,SK_ID_PREV,SK_ID_CURR,MONTHS_BALANCE,CNT_INSTALMENT,CNT_INSTALMENT_FUTURE,NAME_CONTRACT_STATUS,SK_DPD,SK_DPD_DEF
65,2136390,161052,-33,24.0,7.0,Active,0,0
66,1386295,186073,-35,24.0,9.0,Active,0,0
67,2167174,227867,-38,24.0,7.0,Active,1,1
68,1034821,168836,-41,24.0,7.0,Active,1,1
69,1257810,322245,-39,24.0,8.0,Active,0,0
70,2749299,296263,-34,24.0,8.0,Active,0,0
71,1377038,340169,-34,24.0,8.0,Active,0,0
72,1973850,312939,-37,24.0,8.0,Active,0,0
73,2249238,444700,-33,24.0,8.0,Active,0,0
74,2652147,427618,-43,24.0,7.0,Active,0,0
75,2259931,269074,-34,24.0,9.0,Active,0,0
76,1125816,295616,-43,24.0,9.0,Active,0,0
77,1523310,385026,-35,24.0,8.0,Active,0,0
78,2412599,234788,-43,24.0,8.0,Active,0,0
79,1573876,182026,-36,24.0,8.0,Active,0,0
80,2755863,127002,-40,24.0,7.0,Active,0,0
81,1201781,192181,-36,24.0,7.0,Active,0,0
82,2340537,429299,-42,24.0,8.0,Active,0,0
83,1752714,358344,-39,24.0,8.0,Active,0,0
84,1589870,179742,-35,24.0,10.0,Active,0,0
85,1565619,127195,-41,24.0,7.0,Active,0,0
86,2103399,123179,-34,24.0,9.0,Active,0,0
87,1592033,328846,-36,24.0,7.0,Active,0,0
88,1130043,346277,-40,24.0,9.0,Active,0,0
89,1560980,141739,-34,24.0,8.0,Active,0,0
90,1259393,373112,-42,24.0,8.0,Active,0,0
91,1515112,124624,-38,24.0,8.0,Active,0,0
92,1948420,256319,-35,24.0,7.0,Active,0,0
93,2629054,340062,-35,24.0,9.0,Active,0,0
94,1002666,129549,-40,24.0,8.0,Active,0,0
95,1230492,205698,-36,24.0,7.0,Active,0,0
96,1165758,133695,-37,24.0,8.0,Active,0,0
97,2023770,381265,-33,24.0,8.0,Active,0,0
98,2131141,288786,-34,24.0,9.0,Active,0,0
99,1029099,436137,-37,24.0,8.0,Active,0,0
100,2062185,195711,-43,24.0,8.0,Active,0,0
101,1557455,321337,-33,24.0,8.0,Active,0,0
102,2581532,288882,-36,24.0,7.0,Active,0,0
103,2698168,445811,-35,24.0,9.0,Active,0,0
104,1051003,441792,-35,24.0,8.0,Active,0,0
105,1011569,391719,-33,24.0,8.0,Active,0,0
106,2663259,328060,-35,25.0,9.0,Active,0,0
107,1176195,154399,-37,24.0,8.0,Active,0,0
108,2500703,201468,-33,24.0,7.0,Active,0,0
109,1065388,203670,-39,24.0,8.0,Active,0,0
110,2229938,420690,-35,24.0,8.0,Active,0,0
111,1262274,336710,-35,14.0,2.0,Active,0,0
112,2280634,249221,-36,24.0,9.0,Active,0,0
113,1356233,236491,-40,24.0,10.0,Active,0,0
114,1830944,353938,-36,24.0,9.0,Active,0,0
115,2411690,336868,-34,24.0,10.0,Active,0,0
116,2105048,144387,-43,24.0,10.0,Active,0,0
117,1475310,184200,-35,24.0,10.0,Active,0,0
118,2045061,415493,-43,24.0,8.0,Active,0,0
119,1881965,225903,-35,24.0,8.0,Active,0,0
120,1878723,167553,-41,24.0,7.0,Active,0,0
121,1077205,286826,-35,18.0,7.0,Active,0,0
122,1987205,276220,-40,24.0,8.0,Active,0,0
123,1710701,235590,-33,24.0,7.0,Active,0,0
124,2714240,302709,-38,16.0,0.0,Completed,0,0
125,2186619,454286,-33,24.0,8.0,Active,0,0
126,1835506,366754,-47,24.0,13.0,Active,0,0
127,1739516,213084,-41,12.0,1.0,Active,0,0
128,2203593,306023,-38,24.0,12.0,Active,0,0
129,1026091,161667,-38,24.0,12.0,Active,0,0
130,1972869,456070,-39,24.0,12.0,Active,0,0
131,2426282,296187,-39,24.0,11.0,Active,0,0
132,2292658,119666,-37,24.0,12.0,Active,0,0
133,1869861,356003,-43,24.0,11.0,Active,0,0
134,1473609,226899,-44,24.0,11.0,Active,0,0
135,1005502,225505,-38,18.0,11.0,Active,0,0
136,2436912,211783,-42,24.0,12.0,Active,0,0
137,1910819,384041,-43,24.0,13.0,Active,0,0
138,2712906,346921,-38,24.0,12.0,Active,0,0
139,1555424,439876,-38,24.0,13.0,Active,0,0
140,2755785,425450,-47,24.0,13.0,Active,0,0
141,1110849,121164,-43,24.0,13.0,Active,0,0
142,2141831,202695,-41,24.0,12.0,Active,0,0
143,2075694,438784,-44,24.0,13.0,Active,0,0
144,2051733,269987,-41,24.0,12.0,Active,0,0
145,1907996,407141,-39,24.0,13.0,Active,0,0
146,1460500,298215,-47,24.0,14.0,Active,0,0
147,1461041,319391,-39,12.0,3.0,Active,0,0
148,2653416,297133,-41,24.0,11.0,Active,2,2
149,2415063,171541,-46,24.0,1.0,Active,0,0
150,2396046,283657,-37,24.0,11.0,Active,0,0
151,2440197,262099,-39,24.0,11.0,Active,0,0
152,1206573,171867,-37,13.0,1.0,Active,0,0
153,2188536,354569,-42,24.0,12.0,Active,0,0
154,1648707,140844,-41,24.0,12.0,Active,0,0
155,2262300,145005,-43,24.0,11.0,Active,0,0
156,1681581,175252,-39,24.0,12.0,Active,0,0
157,1179655,164650,-45,24.0,12.0,Active,0,0
158,1077419,305818,-39,24.0,13.0,Active,0,0
159,2524070,198427,-47,24.0,14.0,Active,0,0
160,2474852,248933,-38,12.0,2.0,Active,0,0
161,1440011,445504,-46,12.0,2.0,Active,0,0
162,1911151,296481,-38,24.0,13.0,Active,0,0
163,2241316,239889,-38,24.0,14.0,Active,0,0
164,1042930,418578,-47,8.0,0.0,Active,0,0
165,1984700,164313,-40,24.0,12.0,Active,0,0
166,1519189,170917,-38,12.0,1.0,Active,0,0
167,2617607,203190,-39,24.0,14.0,Active,0,0
168,1434420,277964,-46,24.0,13.0,Active,0,0
169,1898081,232700,-39,24.0,13.0,Active,1,1
170,2332874,368165,-38,24.0,14.0,Active,0,0
171,2664981,400541,-40,24.0,13.0,Active,0,0
172,1655882,288348,-47,10.0,0.0,Completed,0,0
173,2208189,177192,-46,12.0,4.0,Active,0,0
174,2611432,283167,-38,24.0,14.0,Active,0,0
175,2820669,165868,-47,14.0,4.0,Active,0,0
176,1918899,167377,-40,24.0,14.0,Active,0,0
177,1686193,393279,-46,24.0,13.0,Active,0,0
178,2220685,147951,-40,24.0,13.0,Active,0,0
179,1223411,146581,-41,14.0,2.0,Active,0,0
180,2538282,169510,-44,24.0,13.0,Active,0,0
181,2594584,122393,-39,12.0,5.0,Active,0,0
182,2290489,360792,-46,24.0,12.0,Active,0,0
183,2547775,100676,-41,24.0,12.0,Active,0,0
184,1280408,314807,-41,24.0,13.0,Active,0,0
185,1595897,179333,-41,24.0,12.0,Active,0,0
186,2633356,342237,-39,24.0,12.0,Active,0,0
187,1900079,206519,-38,24.0,13.0,Active,0,0
188,2343680,149804,-37,24.0,12.0,Active,0,0
189,2359861,208944,-40,24.0,12.0,Active,0,0
190,2833563,214326,-36,24.0,8.0,Active,0,0
191,2725896,220983,-35,24.0,8.0,Active,0,0
192,1589296,225940,-34,24.0,8.0,Active,0,0
193,1186616,110183,-39,12.0,2.0,Active,0,0
194,1394818,177757,-37,24.0,7.0,Active,4,4
195,1532146,385905,-42,24.0,8.0,Active,0,0
196,2658477,171089,-34,24.0,7.0,Active,0,0
197,1080591,168533,-35,24.0,8.0,Active,0,0
198,2260888,306012,-42,24.0,9.0,Active,0,0
199,2674517,411841,-42,24.0,7.0,Active,0,0
200,2567983,448608,-33,16.0,0.0,Completed,0,0
201,1189861,315737,-34,24.0,8.0,Active,0,0
202,2274513,193802,-33,24.0,8.0,Active,0,0
203,1418542,168587,-36,24.0,9.0,Active,0,0
204,1885184,378291,-33,24.0,8.0,Active,0,0
205,2595400,349833,-35,24.0,9.0,Active,0,0
206,1000882,415744,-43,24.0,7.0,Active,0,0
207,2727564,194518,-36,24.0,8.0,Active,0,0
208,2397179,343916,-36,24.0,8.0,Active,0,0
209,1382363,158360,-40,24.0,9.0,Active,0,0
210,1125605,260390,-40,14.0,3.0,Active,0,0
211,2759928,278554,-35,24.0,9.0,Active,0,0
212,2007452,224553,-42,24.0,8.0,Active,0,0
213,1137612,281978,-35,24.0,7.0,Active,0,0
214,1363563,231129,-36,24.0,7.0,Active,0,0
215,1130764,416844,-37,24.0,8.0,Active,0,0
216,1820599,163214,-43,24.0,7.0,Active,0,0
217,1192377,390037,-36,15.0,0.0,Completed,0,0
218,1752908,172875,-40,15.0,0.0,Completed,0,0
219,1298727,176006,-34,24.0,8.0,Active,0,0
220,1425711,203002,-33,24.0,8.0,Active,0,0
221,2787522,259935,-35,24.0,8.0,Active,0,0
222,1826095,349506,-33,24.0,8.0,Active,0,0
223,2018344,235513,-36,24.0,8.0,Active,0,0
224,1414163,257863,-40,24.0,8.0,Active,0,0
225,1951620,244256,-37,24.0,8.0,Active,0,0
226,1313435,189349,-34,24.0,9.0,Active,0,0
227,2715237,154376,-42,24.0,8.0,Active,0,0
228,1600757,439140,-37,24.0,7.0,Active,0,0
229,2164928,316313,-42,24.0,7.0,Active,0,0
230,2797202,107508,-37,24.0,8.0,Active,0,0
231,1423210,323689,-37,24.0,7.0,Active,1,1
232,1495656,391148,-34,24.0,8.0,Active,0,0
233,1243081,402017,-39,24.0,8.0,Active,0,0
234,1130016,383677,-41,24.0,8.0,Active,0,0
235,1566325,351815,-35,24.0,8.0,Active,0,0
236,2239805,288017,-36,24.0,8.0,Active,0,0
237,2412854,356958,-42,24.0,8.0,Active,0,0
238,1469881,434872,-40,24.0,8.0,Active,0,0
239,1062819,190341,-43,24.0,8.0,Active,0,0
240,1660071,250235,-40,24.0,8.0,Active,0,0
241,2623535,168159,-34,24.0,9.0,Active,0,0
242,1723689,215841,-34,24.0,8.0,Active,0,0
243,2472119,364048,-35,24.0,8.0,Active,0,0
244,1425540,101741,-33,24.0,8.0,Active,0,0
245,1818080,311164,-40,24.0,7.0,Active,0,0
246,1496273,197007,-34,24.0,7.0,Active,3,3
247,2249082,417305,-37,24.0,8.0,Active,0,0
248,2299286,186202,-33,24.0,8.0,Active,0,0
249,1672735,178624,-35,24.0,8.0,Active,0,0
250,1873849,452545,-42,24.0,8.0,Active,0,0
251,1797213,172682,-34,24.0,9.0,Active,0,0
252,1492350,309918,-35,24.0,7.0,Active,0,0
253,2691544,187663,-34,24.0,9.0,Active,0,0
254,2275773,244259,-32,12.0,1.0,Active,0,0
255,2713356,369407,-27,14.0,4.0,Active,0,0
256,2320737,330671,-32,14.0,5.0,Active,0,0
257,1001754,349102,-25,12.0,4.0,Active,0,0
258,1103314,226117,-24,10.0,1.0,Active,0,0
259,2612717,224348,-30,11.0,0.0,Completed,0,0
260,1437026,425504,-28,18.0,8.0,Active,0,0
261,2789357,444086,-27,12.0,3.0,Active,0,0
262,1414981,394280,-31,14.0,3.0,Active,0,0
263,1171258,375937,-34,12.0,3.0,Active,0,0
264,2491972,187024,-34,12.0,4.0,Active,0,0
265,1921577,227919,-26,11.0,0.0,Completed,0,0
266,1620954,164009,-28,12.0,4.0,Active,0,0
267,1201738,345015,-27,12.0,3.0,Active,0,0
268,2595821,147887,-29,12.0,4.0,Active,0,0
269,2492575,342420,-32,12.0,4.0,Active,0,0
270,1874023,146630,-24,14.0,5.0,Active,0,0
271,2745245,422736,-31,24.0,14.0,Active,0,0
272,1578081,316922,-27,12.0,3.0,Active,0,0
273,2057633,278689,-25,12.0,2.0,Active,0,0
274,1551677,143795,-24,12.0,3.0,Active,0,0
275,2833550,175166,-28,12.0,3.0,Active,0,0
276,1102362,374671,-28,12.0,0.0,Completed,0,0
277,1564424,387053,-25,14.0,4.0,Active,0,0
278,1902893,190405,-34,24.0,16.0,Active,0,0
279,1219460,204933,-26,12.0,4.0,Active,0,0
280,2252722,180269,-25,12.0,4.0,Active,0,0
281,1542330,204985,-24,24.0,15.0,Active,0,0
282,1335460,103808,-34,12.0,3.0,Active,0,0
283,1366581,168138,-26,12.0,0.0,Active,0,0
284,1105615,373981,-24,18.0,7.0,Active,0,0
285,1976259,193175,-25,24.0,12.0,Active,18,18
286,1596386,373357,-32,12.0,4.0,Active,0,0
287,1672652,229142,-26,12.0,3.0,Active,0,0
288,1329480,139725,-24,12.0,0.0,Completed,0,0
289,2425818,175026,-26,14.0,3.0,Active,0,0
290,2073175,406186,-28,12.0,2.0,Active,7,7
291,2566846,322057,-27,12.0,0.0,Completed,0,0
292,1212721,131432,-32,24.0,16.0,Active,0,0
293,1464874,264411,-24,8.0,0.0,Completed,0,0
294,1424834,231559,-27,12.0,2.0,Active,0,0
295,1185099,131400,-26,24.0,12.0,Active,0,0
296,1840591,155048,-27,12.0,0.0,Completed,0,0
297,2009959,439097,-26,12.0,4.0,Active,0,0
298,2243016,105075,-29,10.0,2.0,Active,0,0
299,2227941,358187,-25,12.0,2.0,Active,0,0
300,1844027,356442,-27,24.0,11.0,Active,0,0
301,1263251,295004,-24,12.0,4.0,Active,0,0
302,2510084,383691,-26,12.0,1.0,Active,0,0
303,2491118,354236,-29,24.0,13.0,Active,0,0
304,2225025,400534,-32,14.0,4.0,Active,0,0
305,1693040,217934,-25,12.0,4.0,Active,0,0
306,1338658,411878,-25,12.0,1.0,Active,0,0
307,1424599,318410,-34,12.0,2.0,Active,0,0
308,1059128,222914,-28,24.0,12.0,Active,0,0
309,2807175,145017,-27,13.0,0.0,Active,0,0
310,2477876,224672,-28,12.0,1.0,Active,0,0
311,1794345,391252,-25,12.0,2.0,Active,0,0
312,2277916,161821,-32,24.0,13.0,Active,0,0
313,1198260,447590,-28,12.0,0.0,Active,0,0
314,1622838,220291,-24,12.0,0.0,Completed,0,0
315,1108138,109556,-25,12.0,0.0,Active,0,0
316,2166324,323345,-28,24.0,16.0,Active,0,0
317,1649136,392453,-28,24.0,16.0,Active,0,0
318,2287600,141761,-39,42.0,42.0,Active,0,0
319,1306172,347797,-40,24.0,23.0,Active,0,0
320,1728108,308296,-39,12.0,6.0,Active,0,0
321,1131137,244019,-40,12.0,6.0,Active,0,0
322,1947209,122798,-40,48.0,45.0,Active,0,0
323,1887746,195355,-45,24.0,18.0,Active,0,0
324,1333258,368794,-42,48.0,48.0,Signed,0,0
325,1221702,282150,-47,12.0,8.0,Active,0,0
326,2259087,218016,-39,12.0,10.0,Active,0,0
327,2144402,246225,-42,12.0,12.0,Active,0,0
328,2225327,146835,-39,48.0,10.0,Active,0,0
329,1295931,300651,-47,12.0,9.0,Active,0,0
330,1431469,202086,-39,12.0,6.0,Active,0,0
331,2593964,276337,-42,12.0,6.0,Active,0,0
332,2294245,426454,-45,12.0,12.0,Active,0,0
333,2444605,374627,-39,24.0,22.0,Active,0,0
334,1244490,435705,-38,36.0,34.0,Active,0,0
335,2190756,429817,-42,48.0,47.0,Active,0,0
336,2804866,380916,-46,48.0,47.0,Active,0,0
337,2107556,419312,-44,48.0,47.0,Active,0,0
338,1031776,442820,-44,24.0,9.0,Active,0,0
339,1551312,443106,-48,48.0,12.0,Active,0,0
340,1926124,439639,-40,48.0,5.0,Active,0,0
341,1532385,157131,-46,12.0,6.0,Active,0,0
342,2428746,141031,-47,24.0,18.0,Active,0,0
343,2427489,130385,-46,24.0,12.0,Active,0,0
344,1568931,420506,-41,24.0,14.0,Active,0,0
345,1840453,186181,-43,12.0,6.0,Active,0,0
346,2127943,248090,-46,36.0,30.0,Active,0,0
347,1642725,327832,-39,24.0,2.0,Active,0,0
348,2592418,116323,-38,30.0,19.0,Active,0,0
349,2249380,200997,-45,24.0,12.0,Active,0,0
350,1762157,206569,-39,24.0,9.0,Active,0,0
351,2120907,248027,-43,48.0,11.0,Active,0,0
352,1522975,158153,-38,48.0,5.0,Active,5,5
353,2328899,248474,-38,24.0,14.0,Active,0,0
354,2527579,184657,-38,12.0,5.0,Active,0,0
355,2793463,421234,-41,24.0,2.0,Active,0,0
356,2673257,227088,-40,36.0,29.0,Active,0,0
357,2503014,428431,-38,36.0,2.0,Active,0,0
358,2118390,306927,-48,24.0,3.0,Active,0,0
359,2100895,218295,-42,36.0,28.0,Active,0,0
360,2070620,381258,-42,36.0,29.0,Active,0,0
361,2379523,240156,-44,12.0,10.0,Active,0,0
362,2356234,414746,-38,48.0,45.0,Active,0,0
363,1841131,449445,-41,24.0,22.0,Active,0,0
364,1757017,184333,-47,24.0,24.0,Active,0,0
365,2524182,158237,-38,36.0,34.0,Active,0,0
366,2582005,427202,-38,24.0,21.0,Active,0,0
367,1906337,126373,-38,36.0,36.0,Active,0,0
368,1711625,131467,-41,12.0,12.0,Active,0,0
369,2608545,353704,-38,48.0,41.0,Active,0,0
370,2221615,130387,-45,24.0,1.0,Active,0,0
371,1496349,368921,-38,24.0,13.0,Active,0,0
372,1490233,293778,-47,12.0,9.0,Active,0,0
373,1468561,379231,-41,36.0,29.0,Active,0,0
374,1769938,144146,-39,12.0,10.0,Active,0,0
375,2080361,122171,-40,30.0,30.0,Active,0,0
376,2370883,324602,-40,12.0,10.0,Active,0,0
377,1681892,208441,-41,48.0,8.0,Active,0,0
378,1375640,128534,-40,12.0,12.0,Active,0,0
379,2253328,376819,-39,48.0,2.0,Active,0,0
380,1776659,113972,-41,24.0,23.0,Active,0,0
381,1220076,412570,-43,54.0,54.0,Active,0,0
382,1877758,340010,-45,24.0,11.0,Active,0,0
383,1648842,102723,-37,24.0,12.0,Active,0,0
384,1772613,383327,-40,24.0,12.0,Active,0,0
385,2100225,151641,-43,24.0,12.0,Active,0,0
386,2777082,350186,-37,24.0,11.0,Active,0,0
387,1382362,254233,-44,24.0,13.0,Active,0,0
388,2105677,264807,-40,24.0,11.0,Active,0,0
389,2623497,276229,-39,24.0,12.0,Active,0,0
390,2600512,391950,-42,24.0,12.0,Active,0,0
391,2822018,182048,-38,24.0,12.0,Active,0,0
392,1901919,167791,-39,24.0,11.0,Active,0,0
393,1940168,403553,-47,24.0,13.0,Active,0,0
394,2184830,453290,-41,24.0,12.0,Active,0,0
395,1204721,273758,-37,6.0,0.0,Completed,0,0
396,1630104,213213,-39,14.0,7.0,Active,0,0
397,2631723,315758,-37,24.0,13.0,Active,0,0
398,1384304,321684,-40,24.0,13.0,Active,0,0
399,1510098,102617,-47,24.0,12.0,Active,0,0
400,1176216,431369,-37,24.0,12.0,Active,0,0
401,1643875,207147,-38,24.0,13.0,Active,0,0
402,1984285,326752,-44,24.0,13.0,Active,0,0
403,2415173,380984,-39,24.0,13.0,Active,0,0
404,2191070,298273,-37,14.0,5.0,Active,0,0
405,1147074,351936,-46,12.0,5.0,Active,0,0
406,1206033,133428,-38,24.0,13.0,Active,0,0
407,1046187,162779,-37,24.0,14.0,Active,0,0
408,2496929,385920,-37,24.0,12.0,Active,0,0
409,1464123,362950,-40,24.0,13.0,Active,0,0
410,1281033,299080,-41,24.0,11.0,Active,0,0
411,1207028,293930,-38,24.0,12.0,Active,0,0
412,1815132,278337,-38,12.0,5.0,Active,0,0
413,2373929,324597,-37,9.0,0.0,Completed,0,0
414,1209910,318142,-39,24.0,13.0,Active,0,0
415,1416927,174265,-40,12.0,2.0,Active,0,0
416,1643196,135169,-45,24.0,1.0,Active,0,0
417,2774505,168601,-44,24.0,11.0,Active,0,0
418,2557963,273191,-37,24.0,11.0,Active,0,0
419,2303720,111386,-37,12.0,5.0,Active,0,0
420,2345059,199361,-45,24.0,12.0,Active,0,0
421,2184236,399242,-38,11.0,0.0,Active,0,0
422,2730454,199042,-37,14.0,7.0,Active,0,0
423,2463841,343962,-45,14.0,5.0,Active,0,0
424,1394525,127000,-45,24.0,13.0,Active,0,0
425,1690260,275558,-46,12.0,6.0,Active,0,0
426,1078206,318077,-41,24.0,13.0,Active,0,0
427,2445498,200119,-39,24.0,13.0,Active,0,0
428,2571174,437438,-40,12.0,4.0,Active,0,0
429,2622046,243286,-44,24.0,14.0,Active,0,0
430,1112559,253513,-41,12.0,4.0,Active,0,0
431,2116637,337030,-41,10.0,0.0,Completed,0,0
432,2411690,336868,-38,24.0,14.0,Active,0,0
433,2763452,313905,-39,24.0,13.0,Active,0,0
434,1979237,113557,-46,10.0,1.0,Active,0,0
435,1596682,405913,-45,14.0,3.0,Active,0,0
436,2579567,120755,-46,12.0,4.0,Active,0,0
437,1891726,438295,-37,24.0,12.0,Active,0,0
438,1586601,185632,-41,24.0,12.0,Active,0,0
439,1769685,211581,-37,24.0,13.0,Active,0,0
440,1301394,343583,-40,24.0,12.0,Active,0,0
441,1824530,398245,-40,24.0,11.0,Active,0,0
442,2227963,200552,-46,24.0,12.0,Active,0,0
443,1105961,456009,-47,24.0,12.0,Active,0,0
444,2537085,163708,-37,24.0,12.0,Active,0,0
445,2789273,304808,-15,11.0,0.0,Completed,0,0
446,2127088,266264,-19,18.0,12.0,Active,0,0
447,2822394,322553,-22,18.0,11.0,Active,0,0
448,1241675,143479,-22,10.0,0.0,Completed,0,0
449,1692671,387667,-14,6.0,0.0,Completed,0,0
450,1418383,203061,-18,6.0,0.0,Active,0,0
451,2246467,168370,-18,12.0,3.0,Active,0,0
452,2481827,431509,-18,12.0,1.0,Active,0,0
453,1310252,324952,-18,24.0,18.0,Active,0,0
454,1301900,294255,-16,12.0,5.0,Active,0,0
455,2702700,140289,-14,12.0,3.0,Active,0,0
456,1820534,143801,-18,12.0,5.0,Active,0,0
457,1238030,182736,-18,24.0,17.0,Active,0,0
458,1312359,181274,-21,18.0,11.0,Active,0,0
459,2605651,283978,-21,6.0,0.0,Completed,0,0
460,2315839,202386,-17,6.0,0.0,Completed,0,0
461,2446077,388561,-24,5.0,0.0,Completed,0,0
462,1688630,298203,-16,18.0,11.0,Active,1,1
463,2310286,111389,-17,18.0,7.0,Active,0,0
464,2301205,242771,-18,12.0,6.0,Active,0,0
465,2332841,312118,-18,17.0,12.0,Active,0,0
466,2098917,223057,-18,6.0,6.0,Active,0,0
467,1743542,364310,-25,6.0,6.0,Active,0,0
468,2053895,388853,-20,10.0,6.0,Active,0,0
469,2190477,345462,-18,24.0,22.0,Active,0,0
470,1436666,173149,-19,24.0,21.0,Active,0,0
471,2721509,339841,-15,6.0,4.0,Active,0,0
472,1276914,455489,-25,6.0,6.0,Active,0,0
473,1793776,314274,-15,6.0,6.0,Active,0,0
474,1768461,133372,-21,6.0,3.0,Active,0,0
475,2584708,102489,-18,24.0,22.0,Active,0,0
476,1824849,454092,-22,12.0,8.0,Active,0,0
477,1036107,387238,-19,6.0,5.0,Active,0,0
478,2523542,196878,-22,3.0,0.0,Active,0,0
479,2126984,342005,-19,18.0,16.0,Active,0,0
480,2310031,358849,-19,14.0,13.0,Active,0,0
481,1896645,276547,-16,12.0,11.0,Active,0,0
482,2169225,326606,-25,10.0,8.0,Active,0,0
483,1481252,202627,-15,6.0,3.0,Active,0,0
484,2186801,257688,-17,10.0,7.0,Active,0,0
485,2414137,400673,-21,24.0,22.0,Active,0,0
486,1469817,373648,-15,6.0,5.0,Active,0,0
487,1418043,413955,-15,6.0,5.0,Active,0,0
488,2772594,349004,-18,18.0,16.0,Active,0,0
489,1418349,435429,-16,6.0,5.0,Active,0,0
490,1002022,361878,-19,24.0,21.0,Active,0,0
491,2267892,261285,-19,12.0,11.0,Active,0,0
492,1054561,299130,-16,24.0,23.0,Active,0,0
493,1193038,272399,-22,6.0,2.0,Active,0,0
494,1487054,194017,-18,18.0,17.0,Active,0,0
495,1684283,137193,-25,18.0,16.0,Active,0,0
496,2518749,235443,-17,6.0,3.0,Active,0,0
497,1641591,199699,-23,10.0,6.0,Active,0,0
498,1012853,334273,-25,3.0,0.0,Completed,0,0
499,2111010,428717,-17,6.0,4.0,Active,0,0
500,2762932,351413,-16,4.0,0.0,Completed,0,0
501,1339377,285424,-21,6.0,5.0,Active,0,0
502,1865584,280621,-16,6.0,3.0,Active,0,0
503,2079414,147587,-25,4.0,1.0,Active,0,0
504,1034137,272508,-21,2.0,0.0,Completed,0,0
505,1446402,284385,-18,6.0,2.0,Active,0,0
506,1515097,283350,-17,12.0,8.0,Active,0,0
507,2140944,428933,-24,6.0,4.0,Active,0,0
508,1522548,327601,-22,24.0,23.0,Active,0,0
509,2186653,212665,-22,18.0,15.0,Active,0,0
