,SK_ID_PREV,SK_ID_CURR,NUM_INSTALMENT_VERSION,NUM_INSTALMENT_NUMBER,DAYS_INSTALMENT,DAYS_ENTRY_PAYMENT,AMT_INSTALMENT,AMT_PAYMENT
130402,2137382,100042,0.0,12,-2347.0,-2347.0,4275.0,4275.0
132313,1856124,100086,0.0,76,-361.0,-361.0,414.54,414.54
134619,2411919,100023,1.0,1,-1819.0,-1831.0,7992.0,7992.0
134958,1874778,100056,1.0,12,-1806.0,-1834.0,21678.705,45.675
139027,1189316,100025,1.0,11,-1369.0,-1393.0,23833.575,2.925
142781,2794143,100011,1.0,26,-409.0,-408.0,31295.25,31295.25
143028,2038692,100013,0.0,63,-1536.0,-1536.0,274.32,274.32
143372,2134202,100055,1.0,10,-483.0,-491.0,11150.595,11150.595
144194,2833536,100067,0.0,82,-629.0,-629.0,2025.0,2025.0
146401,2137382,100042,0.0,63,-1509.0,-1522.0,4500.0,4500.0
151559,2425354,100035,1.0,6,-1007.0,-1000.0,18201.645,18201.645
154403,1950847,100061,1.0,11,-1242.0,-1270.0,6006.285,147.15
154859,1843384,100011,0.0,9,-1987.0,-1996.0,9000.0,9000.0
155028,1102533,100100,1.0,3,-698.0,-709.0,13782.465,13782.465
155237,2203713,100080,1.0,3,-916.0,-919.0,19668.69,19668.69
155878,1557583,100043,0.0,11,-797.0,-798.0,18771.66,18771.66
157450,2833536,100067,0.0,48,-1450.0,-1450.0,11070.0,11070.0
157640,1562063,100017,1.0,17,-101.0,-110.0,11783.52,11783.52
157680,1914954,100028,0.0,4,-1244.0,-1263.0,143.325,96.525
159134,1643964,100042,1.0,2,-2277.0,-2282.0,13431.6,13431.6
160002,2628319,100082,0.0,48,-1749.0,-1778.0,67.5,24.39
161046,2052027,100045,2.0,5,-867.0,-870.0,50444.73,50444.73
161308,2052027,100045,2.0,17,-507.0,-508.0,50444.73,50444.73
164008,1185699,100043,1.0,2,-2350.0,-2360.0,5287.815,5287.815
164128,2824473,100016,1.0,21,-695.0,-697.0,7124.04,7124.04
165078,2803221,100045,1.0,2,-1430.0,-1430.0,9011.61,9011.61
165799,1570873,100100,1.0,2,-916.0,-935.0,8831.115,8831.115
166587,2829726,100028,2.0,18,-1263.0,-1268.0,5897.52,5897.52
167027,1035321,100047,1.0,8,-2391.0,-2398.0,4586.895,4586.895
167834,1856124,100086,0.0,83,-149.0,-149.0,414.54,414.54
169178,2037234,100033,13.0,112,-496.0,-495.0,257.67,257.67
170177,1874778,100056,1.0,23,-1476.0,-1471.0,21678.705,21633.03
170777,2833536,100067,0.0,72,-799.0,-799.0,168.345,168.345
172437,1636219,100056,1.0,5,-2672.0,-2671.0,13502.385,238.5
173021,1845095,100052,1.0,4,-341.0,-342.0,4364.595,4364.595
174659,1137041,100044,1.0,11,-2270.0,-2341.0,12088.8,12088.8
175680,1874778,100056,1.0,12,-1806.0,-1800.0,21678.705,21633.03
176028,1213820,100021,1.0,2,-200.0,-210.0,7424.865,7424.865
176247,2628319,100082,0.0,42,-1840.0,-1870.0,67.5,67.5
176320,1315507,100093,1.0,8,-561.0,-603.0,3080.835,3080.835
177027,2628319,100082,0.0,65,-1140.0,-1140.0,69.39,69.39
177875,1874778,100056,1.0,16,-1686.0,-1715.0,21678.705,45.675
178408,2754687,100067,1.0,1,-991.0,-995.0,9222.3,9222.3
178668,1515914,100016,1.0,7,-2159.0,-2163.0,6042.915,6042.915
181226,1817195,100086,1.0,6,-2907.0,-2921.0,2695.23,2695.23
184183,1557583,100043,0.0,37,-401.0,-420.0,2250.0,2250.0
184250,1025031,100078,1.0,27,-784.0,-790.0,11508.3,11508.3
184251,1025031,100078,1.0,30,-694.0,-697.0,11508.3,11508.3
185138,1874778,100056,1.0,22,-1506.0,-1500.0,21678.705,21633.03
185679,1038818,100002,1.0,16,-115.0,-133.0,9251.775,9251.775
186282,1885254,100059,1.0,6,-146.0,-157.0,16294.5,16294.5
186727,1876755,100067,1.0,1,-693.0,-722.0,4780.35,4780.35
187513,2137382,100042,0.0,46,-1783.0,-1795.0,4500.0,4500.0
189339,1874778,100056,1.0,13,-1776.0,-1774.0,21678.705,21633.03
190349,1231722,100083,1.0,10,-498.0,-507.0,11915.1,11915.1
190966,1209367,100049,0.0,6,-126.0,-143.0,4626.0,65.34
192750,1026256,100054,1.0,8,-45.0,-51.0,10349.91,10349.91
193684,1260276,100074,1.0,6,-2532.0,-2535.0,3995.595,3995.595
193737,1905091,100035,1.0,2,-663.0,-671.0,16819.74,16819.74
194506,1690355,100067,1.0,3,-38.0,-60.0,7893.225,7893.225
195648,2037234,100033,1.0,2,-788.0,-782.0,5542.92,5541.84
196816,1209367,100049,0.0,10,-65.0,-72.0,5962.275,5962.275
197672,1528842,100061,3.0,15,-347.0,-350.0,34431.48,34431.48
199642,1692033,100007,1.0,9,-104.0,-106.0,16037.64,16037.64
200438,2327930,100038,1.0,10,-517.0,-528.0,11100.6,11100.6
203383,1670175,100035,1.0,1,-1397.0,-1398.0,22857.75,22857.75
205309,1260276,100074,1.0,8,-2472.0,-2471.0,3995.595,3995.595
207262,2833536,100067,0.0,87,-525.0,-539.0,2250.0,2250.0
207454,2396758,100100,1.0,16,-229.0,-260.0,35157.825,198.45
210205,1038818,100002,1.0,8,-355.0,-375.0,9251.775,9251.775
211127,1191663,100060,1.0,2,-406.0,-415.0,12177.0,90000.0
211128,1191663,100060,2.0,2,-406.0,-415.0,77823.0,90000.0
214926,1231722,100083,1.0,22,-138.0,-140.0,11915.1,11915.1
215114,1060558,100048,0.0,37,-410.0,-410.0,1458.27,1458.27
216290,1213820,100021,1.0,8,-20.0,-66.0,7424.865,7424.865
216392,1387636,100092,1.0,10,-1061.0,-1123.0,2511.225,2511.225
217603,1874778,100056,1.0,18,-1626.0,-1620.0,21678.705,21633.03
218921,2190416,100006,1.0,7,-101.0,-104.0,29027.52,29027.52
219397,1914954,100028,0.0,58,-362.0,-369.0,8772.525,8505.0
220310,1594297,100013,1.0,11,-526.0,-522.0,23153.985,22943.835
220384,2038692,100013,0.0,88,-775.0,-775.0,274.32,274.32
221601,1677978,100078,1.0,5,-2662.0,-2665.0,9441.54,9441.54
222667,1168900,100051,1.0,6,-375.0,-392.0,6887.16,6887.16
222880,1596605,100075,0.0,5,-208.0,-207.0,2946.465,2946.465
223497,2492683,100043,1.0,5,-1069.0,-1081.0,10363.275,10363.275
224256,1856124,100086,0.0,43,-1185.0,-1198.0,5625.0,5625.0
224668,1430602,100011,1.0,9,-2237.0,-2225.0,14614.335,5614.335
228965,2449573,100035,1.0,1,-1598.0,-1616.0,6236.82,6236.82
229198,1514918,100049,1.0,10,-1180.0,-1192.0,5800.905,5800.905
229469,1748547,100062,1.0,6,-115.0,-119.0,29745.0,29745.0
229517,2038692,100013,0.0,25,-2366.0,-2366.0,1125.0,1125.0
229963,1294812,100020,1.0,6,-291.0,-308.0,8776.755,8776.755
231005,1514530,100087,1.0,6,-806.0,-814.0,10841.85,10841.85
231006,1914954,100028,0.0,42,-604.0,-604.0,4864.545,4864.545
231518,1223113,100046,1.0,15,-89.0,-89.0,28390.635,28390.635
231781,1130787,100057,1.0,3,-192.0,-245.0,4747.59,4747.59
233616,1548007,100061,1.0,7,-1011.0,-1024.0,26472.24,26472.24
233663,2384838,100037,1.0,9,-269.0,-285.0,17813.25,17813.25
234679,2384838,100037,2.0,11,-209.0,-235.0,34758.18,34758.18
235791,2449573,100035,2.0,7,-1418.0,-1427.0,22905.18,22905.18
235933,1562063,100017,1.0,11,-281.0,-296.0,11783.52,11783.52
235944,2038692,100013,0.0,60,-1626.0,-1626.0,274.32,274.32
236989,1027737,100015,1.0,9,-2120.0,-2129.0,7666.92,7666.92
238979,2628319,100082,0.0,84,-562.0,-562.0,69.39,69.39
248644,1233905,100087,1.0,7,-198.0,-211.0,16632.405,16632.405
249367,1182112,100049,1.0,7,-206.0,-210.0,7801.155,7801.155
249524,1060558,100048,0.0,8,-818.0,-818.0,339.66,339.66
250286,2001242,100007,1.0,3,-774.0,-777.0,16509.6,16509.6
253282,1185699,100043,1.0,8,-2170.0,-2190.0,5273.73,5273.73
254368,2052027,100045,2.0,4,-897.0,-900.0,50444.73,50444.73
255076,1874778,100056,1.0,10,-1866.0,-1893.0,21678.705,45.675
256624,2339761,100063,1.0,18,-213.0,-212.0,24650.1,2849.175
256823,2449573,100035,1.0,6,-1448.0,-1448.0,6236.82,6236.82
258899,2570592,100073,1.0,7,-696.0,-696.0,55973.295,27.54
259810,2672015,100090,1.0,20,-496.0,-499.0,5859.18,5859.18
261678,2339761,100063,1.0,9,-483.0,-482.0,24650.1,801.135
261710,2134202,100055,1.0,7,-573.0,-583.0,11150.595,11150.595
262110,2628319,100082,0.0,14,-2466.0,-2466.0,15750.0,15750.0
263074,2833536,100067,0.0,49,-1409.0,-1439.0,191.88,191.88
263612,1231722,100083,1.0,11,-468.0,-473.0,11915.1,11915.1
263912,2038692,100013,0.0,83,-926.0,-926.0,274.32,274.32
264252,2134202,100055,1.0,5,-633.0,-644.0,11150.595,11150.595
264584,2063227,100044,1.0,10,-1222.0,-1225.0,29545.2,29545.2
265569,1856124,100086,0.0,11,-2171.0,-2171.0,5625.0,5625.0
265637,1856124,100086,0.0,35,-1428.0,-1436.0,5625.0,5625.0
270263,2339761,100063,1.0,17,-243.0,-236.0,24650.1,22098.825
271790,2712661,100072,3.0,3,-34.0,-35.0,11249.1,11249.1
272066,1102586,100084,1.0,3,-925.0,-956.0,3824.37,3824.37
272430,1108591,100100,1.0,6,-319.0,-319.0,5184.585,5184.585
273259,1914954,100028,0.0,14,-1092.0,-1092.0,64.44,64.44
273266,2243829,100012,1.0,6,-1491.0,-1489.0,3012.075,2025.0
274454,1874778,100056,1.0,20,-1566.0,-1560.0,21678.705,21633.03
277277,2833536,100067,0.0,40,-1590.0,-1593.0,2250.0,2250.0
278149,1212261,100053,1.0,3,-260.0,-262.0,10720.35,10720.35
278268,2339761,100063,1.0,12,-393.0,-393.0,24650.1,24650.1
278840,1361907,100073,1.0,1,-757.0,-758.0,19196.73,19196.73
278841,1448742,100097,1.0,4,-248.0,-287.0,10080.72,10080.72
279241,2628319,100082,0.0,63,-1201.0,-1201.0,69.39,69.39
279264,2651825,100071,1.0,2,-1511.0,-1517.0,10097.595,10097.595
280960,2052027,100045,2.0,10,-717.0,-718.0,50444.73,50444.73
285614,1213820,100021,1.0,5,-110.0,-124.0,7424.865,7424.865
285668,2257657,100088,1.0,8,-179.0,-188.0,25546.77,25546.77
286647,1716930,100042,1.0,11,-1375.0,-1379.0,20150.55,20150.55
287362,1035321,100047,1.0,2,-2571.0,-2577.0,4586.895,4586.895
287524,2257657,100088,1.0,9,-149.0,-160.0,25546.77,25546.77
287895,1856124,100086,0.0,74,-423.0,-423.0,414.54,414.54
288417,1914954,100028,0.0,54,-423.0,-427.0,9986.805,9986.805
291484,1515914,100016,1.0,10,-2069.0,-2072.0,6042.915,6042.915
293218,2425354,100035,1.0,9,-917.0,-915.0,18201.645,18201.645
294383,1131053,100023,2.0,8,-2183.0,-2212.0,24968.43,24968.43
297136,2164190,100012,2.0,3,-742.0,-808.0,11057.535,11057.535
297409,2137382,100042,0.0,10,-2375.0,-2375.0,8775.0,8775.0
297972,1168900,100051,1.0,7,-345.0,-359.0,6887.16,6887.16
300152,2829726,100028,2.0,13,-1413.0,-1416.0,5897.52,5897.52
300721,1843384,100011,0.0,62,-464.0,-464.0,563.355,563.355
301475,1294812,100020,1.0,3,-381.0,-387.0,8779.77,8779.77
302451,1716930,100042,1.0,4,-1585.0,-1586.0,20150.55,20150.55
302900,1562063,100017,1.0,9,-341.0,-350.0,11783.52,11783.52
303130,2256622,100054,1.0,6,-295.0,-303.0,8896.23,8896.23
303280,2628319,100082,0.0,35,-1993.0,-1980.0,1575.0,1571.31
305171,2803221,100045,1.0,9,-1220.0,-1219.0,9011.61,9011.61
305443,1157409,100097,1.0,1,-2402.0,-2425.0,6744.825,6744.825
306002,1168900,100051,1.0,2,-495.0,-502.0,6887.16,6887.16
307071,1786951,100090,1.0,6,-773.0,-774.0,7543.8,7543.8
307915,1642618,100071,1.0,10,-753.0,-762.0,60289.425,60289.425
308047,1843384,100011,0.0,36,-1256.0,-1256.0,563.355,563.355
308891,2203713,100080,2.0,31,-76.0,-76.0,19538.19,19538.19
310983,2833536,100067,0.0,108,-176.0,-176.0,2250.0,2250.0
311115,2137382,100042,0.0,31,-2025.0,-2043.0,4500.0,4500.0
311631,1856124,100086,0.0,40,-1277.0,-1276.0,5625.0,5625.0
311800,1231722,100083,1.0,15,-348.0,-353.0,11915.1,11915.1
311964,1194857,100061,1.0,14,-289.0,-294.0,44223.12,44223.12
312120,1390161,100090,1.0,11,-257.0,-259.0,24172.65,24172.65
312406,2137382,100042,0.0,18,-2254.0,-2254.0,8775.0,8775.0
313853,2339761,100063,1.0,14,-333.0,-333.0,24650.1,24650.1
314009,2063227,100044,1.0,18,-982.0,-984.0,29545.2,29545.2
314225,2447872,100027,1.0,9,-524.0,-533.0,28077.57,28077.57
317790,2833536,100067,0.0,65,-1011.0,-1011.0,168.345,168.345
318118,2038692,100013,0.0,92,-652.0,-652.0,274.32,274.32
318429,1060558,100048,0.0,12,-762.0,-762.0,5143.86,5143.86
319673,1821761,100067,1.0,8,-2175.0,-2184.0,4252.905,4252.905
322061,1137041,100044,1.0,17,-2090.0,-2130.0,12088.8,12088.8
322614,2467922,100069,1.0,3,-1113.0,-1116.0,17250.795,17250.795
323993,1709863,100036,1.0,7,-185.0,-197.0,6551.415,6551.415
326843,2038692,100013,0.0,43,-2005.0,-2005.0,14625.0,14625.0
326844,2038692,100013,0.0,70,-1322.0,-1322.0,274.32,274.32
328658,1430602,100011,1.0,11,-2177.0,-2193.0,14614.335,9000.0
329667,2243829,100012,1.0,6,-1491.0,-1522.0,3012.075,5.85
330184,2257657,100088,1.0,13,-29.0,-34.0,25546.77,25546.77
331628,1288446,100045,1.0,6,-2598.0,-2597.0,6310.53,6310.53
333395,2425354,100035,1.0,11,-857.0,-856.0,18201.645,18201.645
335627,2746640,100084,1.0,10,-1174.0,-1173.0,16486.425,16486.425
336372,2628319,100082,0.0,36,-1980.0,-1980.0,3.69,3.69
336503,2007057,100009,1.0,3,-217.0,-227.0,7500.735,7500.735
336604,2052027,100045,3.0,25,-267.0,-291.0,540713.61,540713.61
339316,2672015,100090,1.0,6,-916.0,-924.0,5859.18,5859.18
342520,1925302,100098,1.0,3,-51.0,-56.0,12985.83,12985.83
342986,1390369,100034,3.0,4,-479.0,-483.0,13888.98,13888.98
343032,2203713,100080,1.0,7,-796.0,-797.0,19668.69,19668.69
343473,2052027,100045,2.0,13,-627.0,-627.0,50444.73,50444.73
344198,2551852,100066,1.0,5,-498.0,-510.0,10729.44,10729.44
344904,1885254,100059,1.0,8,-86.0,-110.0,16294.5,16294.5
347323,1514918,100049,1.0,6,-1300.0,-1330.0,5791.725,2991.375
348476,1856124,100086,0.0,75,-392.0,-392.0,414.54,414.54
350154,1843384,100011,0.0,4,-2138.0,-2150.0,9000.0,9000.0
350517,2467922,100069,1.0,4,-1083.0,-1088.0,17250.795,17250.795
350566,2426800,100047,1.0,8,-1227.0,-1228.0,11117.7,11117.7
351994,1046038,100084,1.0,5,-1981.0,-2012.0,14956.2,7.2
353469,1251951,100018,1.0,2,-119.0,-138.0,4180.365,4180.365
357202,2492683,100043,1.0,14,-799.0,-827.0,10363.275,10363.275
357703,1514530,100087,1.0,11,-656.0,-660.0,10841.85,10841.85
358888,1685712,100092,1.0,10,-2681.0,-2682.0,8496.405,8496.405
359293,2708182,100093,1.0,5,-346.0,-377.0,8174.205,3306.105
362132,1856124,100086,0.0,81,-208.0,-208.0,414.54,414.54
362277,2314167,100045,1.0,15,-1418.0,-1425.0,8334.405,8334.405
362637,1856124,100086,0.0,30,-1581.0,-1591.0,5625.0,5625.0
365874,1239349,100025,1.0,4,-768.0,-767.0,39798.99,39798.99
366432,1685712,100092,1.0,2,-2921.0,-2921.0,8496.405,8496.405
368361,2179840,100030,1.0,1,-347.0,-374.0,9035.685,9035.685
368479,2671884,100099,1.0,4,-680.0,-682.0,20329.11,20329.11
370100,2063227,100044,1.0,13,-1132.0,-1141.0,29545.2,29545.2
372239,1811514,100027,1.0,5,-321.0,-332.0,21569.22,21569.22
372830,1907290,100008,1.0,10,-2029.0,-2056.0,11986.155,11758.995
375396,1212261,100053,1.0,10,-50.0,-49.0,10720.35,10720.35
375792,2613879,100008,1.0,3,-549.0,-555.0,25309.575,25309.575
376028,1496284,100039,2.0,4,-2277.0,-2297.0,12614.31,12614.31
378686,1366912,100048,1.0,6,-134.0,-138.0,57466.53,57466.53
380029,2257657,100088,1.0,10,-119.0,-128.0,25546.77,25546.77
380662,2833536,100067,0.0,28,-1927.0,-1926.0,2250.0,2250.0
380821,2824473,100016,1.0,10,-1025.0,-1032.0,7124.04,7124.04
381890,2137382,100042,0.0,112,-259.0,-259.0,32.85,32.85
383939,2055750,100070,1.0,9,-1097.0,-1105.0,13879.26,13879.26
384344,1251047,100016,1.0,4,-927.0,-938.0,14480.46,14480.46
386971,1108226,100073,1.0,7,-2174.0,-2178.0,20143.98,20143.98
387313,1677978,100078,1.0,10,-2512.0,-2518.0,9441.54,9441.54
391100,2137382,100042,0.0,34,-2005.0,-2005.0,83475.0,83475.0
393366,1811514,100027,1.0,6,-291.0,-301.0,21569.22,21569.22
393426,1390161,100090,1.0,10,-287.0,-290.0,24172.65,24172.65
393559,1143325,100030,2.0,1,-2818.0,-2818.0,16934.985,16934.985
393880,2164190,100012,2.0,22,-172.0,-208.0,11057.535,10174.05
394368,1643959,100042,1.0,4,-1811.0,-1811.0,18619.245,18619.245
396396,2305060,100041,1.0,1,-1477.0,-1499.0,7297.515,7297.515
397719,2614080,100092,1.0,8,-513.0,-517.0,5197.005,5197.005
398394,1361907,100073,1.0,13,-397.0,-428.0,19196.73,2.52
403278,1876755,100067,2.0,4,-603.0,-621.0,34378.965,34378.965
404558,2137382,100042,0.0,44,-1813.0,-1825.0,4500.0,4500.0
405091,1223113,100046,1.0,1,-509.0,-509.0,28390.635,28390.635
406512,1843384,100011,0.0,60,-525.0,-525.0,563.355,563.355
406563,1461368,100040,1.0,2,-977.0,-977.0,18984.24,18984.24
406580,1025031,100078,1.0,29,-724.0,-722.0,11508.3,11508.3
407080,1030188,100069,1.0,12,-671.0,-686.0,29668.59,29668.59
409787,1620327,100019,1.0,2,-864.0,-910.0,10518.615,10518.615
409985,2671884,100099,1.0,11,-470.0,-474.0,20329.11,20329.11
410186,2037234,100033,1.0,3,-758.0,-742.0,5542.92,5540.76
415067,1516108,100044,1.0,4,-258.0,-268.0,8565.705,8565.705
417720,1035321,100047,1.0,1,-2601.0,-2612.0,4586.895,4586.895
418129,2137382,100042,0.0,92,-867.0,-867.0,32.85,32.85
418184,1186888,100008,1.0,5,-2371.0,-2395.0,8019.09,8019.09
419563,2803221,100045,1.0,1,-1460.0,-1463.0,9011.61,9011.61
420696,2243464,100050,1.0,8,-249.0,-258.0,6919.605,6919.605
421179,1670175,100035,1.0,17,-917.0,-915.0,22857.75,22739.67
422261,1955764,100064,1.0,7,-397.0,-369.0,2144.61,472.77
